Name,CustomerID,Age,Marital Status,Gender,Ethnicity,Education
Caterina,0082-LDZUEZ,56,Married,Female,African American,Secondary
Claris Krawczyk,0082-OQIQY,25,Married,Female,Caucasian,Senior Secondary
Hunter,0082-OQIQYA,81,Unmarried,Female,African American,Doctorate
Lakeesha Janice,0082-OQIQYC,46,Married,Male,African American,Master
Dorice,0082-OQIQYCH,73,Married,Male,Asian,Senior High School
Kamillah,0082-OQIQYH,46,Married,Male,Caucasian,Senior Secondary
Stan,0082-OQIQYW,59,Married,Female,Caucasian,Doctorate
Vince,0082-OQIQYX,78,Unmarried,Male,African American,Master
Catha,0082-OQIQYZ,30,Married,Female,Caucasian,Master
Marx Beers,0083-PIVIK,31,Unmarried,Female,Asian,Bachelor
Aaron,0083-PIVIKA,43,Married,Male,Caucasian,Master
Charlette Janie,0083-PIVIKC,56,Unmarried,Male,Caucasian,Master
Edell,0083-PIVIKCH,25,Married,Female,Caucasian,Senior High School
Kandace,0083-PIVIKH,66,Unmarried,Female,Asian,Master
Teddie,0083-PIVIKW,41,Unmarried,Female,African American,Bachelor
Callaghan,0083-PIVIKX,60,Married,Male,African American,Doctorate
Catharina,0083-PIVIKZ,28,Married,Female,African American,Master
Vincent Vita,0089-IIQKO,43,Unmarried,Male,Asian,Bachelor
Thomas,0089-IIQKOA,83,Married,Female,Caucasian,Master
Heidi Janine,0089-IIQKOC,44,Married,Female,African American,Elementary
Elmina,0089-IIQKOCH,85,Unmarried,Male,Caucasian,Senior High School
Kandy,0089-IIQKOH,76,Married,Male,Caucasian,Bachelor
Wm,0089-IIQKOW,49,Married,Female,Caucasian,Bachelor
Danziger,0089-IIQKOX,71,Married,Male,Caucasian,Elementary
Catharine,0089-IIQKOZ,74,Married,Male,Caucasian,Doctorate
Marianela Meneses,0093-EXYQL,84,Married,Female,Caucasian,Doctorate
Charles,0093-EXYQLA,67,Married,Female,Caucasian,Bachelor
Shandi Janis,0093-EXYQLC,82,Unmarried,Female,Caucasian,Master
Elodie,0093-EXYQLCH,30,Unmarried,Female,Caucasian,Senior High School
Kania,0093-EXYQLH,79,Unmarried,Female,Caucasian,Doctorate
Anson,0093-EXYQLW,61,Unmarried,Male,Asian,Master
Goya,0093-EXYQLX,57,Unmarried,Female,Asian,Senior Secondary
Cathe,0093-EXYQLZ,68,Married,Female,African American,Secondary
Archie Alls,0093-XWZFY,25,Married,Male,Asian,Master
Eli,0093-XWZFYA,60,Unmarried,Male,Asian,Senior Secondary
Jenny Jared,0093-XWZFYC,25,Unmarried,Male,Asian,Bachelor
Erdine,0093-XWZFYCH,25,Married,Female,Caucasian,Master
Kanya,0093-XWZFYH,55,Unmarried,Female,African American,Bachelor
Arie,0093-XWZFYW,39,Married,Male,Caucasian,Secondary
Dagenhart,0093-XWZFYX,61,Married,Female,Asian,Bachelor
Cathee,0093-XWZFYZ,62,Married,Female,Caucasian,Bachelor
Lavada Ligon,0094-OIFMO,42,Married,Female,Caucasian,Master
Jaxon,0094-OIFMOA,60,Married,Male,African American,Master
Patience Jasmin,0094-OIFMOC,38,Unmarried,Female,African American,Master
Francesca,0094-OIFMOCH,75,Married,Male,Caucasian,Senior High School
Kara,0094-OIFMOH,57,Unmarried,Female,African American,Master
Aubry,0094-OIFMOW,46,Unmarried,Male,Caucasian,Senior High School
Patt,0094-OIFMOX,67,Unmarried,Female,Asian,Elementary
Catherin,0094-OIFMOZ,78,Unmarried,Male,African American,Bachelor
Wilber Wilburn,0096-BXERS,43,Unmarried,Female,Caucasian,Master
Connor,0096-BXERSA,75,Unmarried,Male,Asian,Bachelor
Lily Jasmine,0096-BXERSC,47,Unmarried,Female,Asian,Doctorate
Fusae,0096-BXERSCH,30,Unmarried,Male,Asian,Bachelor
Kara-Lynn,0096-BXERSH,77,Unmarried,Male,Asian,Senior Secondary
Barnett,0096-BXERSW,74,Unmarried,Female,Asian,Bachelor
Backus,0096-BXERSX,44,Unmarried,Male,Caucasian,Doctorate
Catherina,0096-BXERSZ,40,Unmarried,Male,Caucasian,Senior High School
Zoraida Zwilling,0096-FCPUF,67,Married,Male,Caucasian,Master
Nicholas,0096-FCPUFA,44,Unmarried,Female,Asian,Senior Secondary
Robbyn Jason,0096-FCPUFC,29,Married,Female,Caucasian,Senior Secondary
Gabriela,0096-FCPUFCH,40,Married,Male,Asian,Master
Karalee,0096-FCPUFH,64,Unmarried,Female,Asian,Master
Bartholomew,0096-FCPUFW,25,Married,Female,Caucasian,Master
Peery,0096-FCPUFX,26,Unmarried,Male,Asian,Bachelor
Catherine,0096-FCPUFZ,37,Unmarried,Female,Asian,Bachelor
Della Dunnington,0098-BOWSO,46,Married,Female,Asian,Elementary
Jeremiah,0098-BOWSOA,83,Unmarried,Male,Asian,Elementary
Odette Jasper,0098-BOWSOC,80,Unmarried,Female,Caucasian,Senior High School
Glayds,0098-BOWSOCH,86,Unmarried,Male,African American,Secondary
Karalynn,0098-BOWSOH,34,Unmarried,Male,African American,Doctorate
Bishop,0098-BOWSOW,26,Married,Male,Caucasian,Master
Cheng,0098-BOWSOX,58,Married,Male,Asian,Master
Cathi,0098-BOWSOZ,70,Married,Female,Asian,Master
Hana Huddle,0100-DUVFC,39,Married,Male,Asian,Master
Grayson,0100-DUVFCA,41,Unmarried,Male,Caucasian,Master
Charlsie Javier,0100-DUVFCC,45,Unmarried,Male,Asian,Bachelor
Grady,0100-DUVFCCH,63,Married,Male,Caucasian,Doctorate
Kare,0100-DUVFCH,79,Unmarried,Male,Asian,Master
Burgess,0100-DUVFCW,57,Married,Male,Caucasian,Master
Parra,0100-DUVFCX,79,Unmarried,Female,Caucasian,Doctorate
Cathie,0100-DUVFCZ,44,Unmarried,Male,African American,High School
Tiffiny Tadlock,0103-CSITQ,69,Unmarried,Female,Caucasian,Elementary
Cameron,0103-CSITQA,81,Married,Male,Caucasian,Senior Secondary
Anne Jaxon,0103-CSITQC,64,Married,Male,African American,Master
Helaine,0103-CSITQCH,56,Married,Female,Caucasian,Master
Karee,0103-CSITQH,39,Married,Male,Caucasian,Bachelor
Catherine,0103-CSITQW,47,Unmarried,Female,Asian,Bachelor
Mcmorris,0103-CSITQX,47,Married,Female,Asian,Senior High School
Cathleen,0103-CSITQZ,49,Married,Female,Caucasian,High School
Kacey Kimbrell,0104-PPXDV,54,Married,Male,Asian,Master
Brayden,0104-PPXDVA,50,Unmarried,Female,Asian,Secondary
Josefina Jaxson,0104-PPXDVC,74,Married,Female,Asian,Bachelor
Ilona,0104-PPXDVCH,25,Unmarried,Female,African American,Doctorate
Karel,0104-PPXDVH,43,Married,Male,Caucasian,Bachelor
Cipriano,0104-PPXDVW,82,Married,Male,Caucasian,Senior Secondary
Cauley,0104-PPXDVX,47,Married,Male,Asian,Doctorate
Cathlene,0104-PPXDVZ,74,Unmarried,Male,African American,Senior Secondary
Gracia Gall,0106-GHRQR,39,Unmarried,Male,Caucasian,Bachelor
Adrian,0106-GHRQRA,26,Unmarried,Female,Asian,Master
Lisette Jay,0106-GHRQRC,50,Married,Male,Caucasian,Master
Ivadell,0106-GHRQRCH,35,Married,Male,Asian,Master
Karen,0106-GHRQRH,63,Married,Female,Caucasian,Master
Claiborne,0106-GHRQRW,85,Married,Male,Caucasian,Bachelor
Kmetz,0106-GHRQRX,54,Unmarried,Female,Caucasian,Bachelor
Cathrin,0106-GHRQRZ,25,Unmarried,Male,African American,Senior Secondary
Becki Borror,0106-UGRDO,43,Married,Female,Caucasian,Bachelor
Evan,0106-UGRDOA,50,Married,Male,Asian,Senior High School
Sherryl Jayce,0106-UGRDOC,51,Unmarried,Male,Caucasian,Bachelor
Ivalee,0106-UGRDOCH,63,Unmarried,Female,Caucasian,Elementary
Karena,0106-UGRDOH,86,Married,Male,African American,Secondary
Conrado,0106-UGRDOW,46,Unmarried,Male,Caucasian,Elementary
Ratliff,0106-UGRDOX,49,Married,Female,Caucasian,Master
Cathrine,0106-UGRDOZ,44,Married,Female,Caucasian,Bachelor
Lisette Leeks,0107-WESLM,67,Married,Female,Asian,Master
Jordan,0107-WESLMA,65,Married,Male,Asian,Senior Secondary
Velia Jayden,0107-WESLMC,60,Married,Male,Asian,Secondary
Jay,0107-WESLMCH,46,Unmarried,Male,Caucasian,Elementary
Kari,0107-WESLMH,86,Unmarried,Female,African American,Senior Secondary
Dario,0107-WESLMW,58,Unmarried,Male,Asian,Bachelor
Schacherer,0107-WESLMX,49,Unmarried,Female,Asian,Senior Secondary
Cathryn,0107-WESLMZ,64,Married,Female,Caucasian,Senior Secondary
Leisha Lokken,0107-YHINA,73,Unmarried,Male,Caucasian,Bachelor
Josiah,0107-YHINAA,35,Married,Male,Asian,Master
Lyn Jayla,0107-YHINAC,66,Married,Female,Caucasian,Bachelor
Jill,0107-YHINACH,39,Unmarried,Female,Caucasian,Senior Secondary
Karia,0107-YHINAH,47,Unmarried,Female,Caucasian,Senior Secondary
Darryl,0107-YHINAW,79,Married,Female,Caucasian,Bachelor
Zieman,0107-YHINAX,58,Married,Male,Asian,Senior Secondary
Cathy,0107-YHINAZ,60,Unmarried,Male,Caucasian,Elementary
Tijuana Tabarez,0111-KLBQG,77,Unmarried,Female,Asian,Elementary
Angel,0111-KLBQGA,74,Unmarried,Female,Caucasian,Senior Secondary
Caitlin Jaylen,0111-KLBQGC,68,Married,Male,Asian,Bachelor
Juliann,0111-KLBQGCH,59,Unmarried,Female,Caucasian,Senior Secondary
Karie,0111-KLBQGH,34,Married,Male,Caucasian,Master
Dawson,0111-KLBQGW,25,Unmarried,Female,Caucasian,Senior Secondary
Lappin,0111-KLBQGX,44,Married,Female,African American,Secondary
Cathyleen,0111-KLBQGZ,43,Married,Female,African American,Elementary
Tien Theriot,0112-QAWRZ,50,Married,Female,Caucasian,Senior Secondary
Robert,0112-QAWRZA,83,Married,Female,Caucasian,Senior Secondary
Cristine Jayne,0112-QAWRZC,48,Unmarried,Male,Caucasian,Master
Katherin,0112-QAWRZCH,79,Unmarried,Female,African American,Bachelor
Karil,0112-QAWRZH,67,Married,Female,Asian,Bachelor
Doran,0112-QAWRZW,30,Unmarried,Male,African American,Elementary
Brehmer,0112-QAWRZX,42,Unmarried,Female,Caucasian,Bachelor
Cati,0112-QAWRZZ,64,Unmarried,Male,Asian,Senior High School
Andres Ascher,0112-QWPNC,43,Unmarried,Female,Asian,Senior Secondary
Gavin,0112-QWPNCA,61,Married,Female,Caucasian,Bachelor
Claire Jayson,0112-QWPNCC,47,Married,Male,Caucasian,Secondary
Kathlene,0112-QWPNCCH,56,Unmarried,Male,Caucasian,Secondary
Karilynn,0112-QWPNCH,67,Unmarried,Female,Caucasian,Bachelor
Elsie,0112-QWPNCW,34,Unmarried,Male,African American,Elementary
Castilleja,0112-QWPNCX,80,Married,Female,African American,Senior High School
Catie,0112-QWPNCZ,50,Unmarried,Male,Caucasian,Bachelor
Tobi Trudell,0114-IGABW,44,Married,Male,Asian,Master
Tyler,0114-IGABWA,82,Married,Male,Caucasian,Doctorate
Adelle Jazmin,0114-IGABWC,67,Unmarried,Female,Caucasian,Elementary
Keith,0114-IGABWCH,75,Married,Female,African American,Master
Karin,0114-IGABWH,62,Married,Male,Caucasian,Senior Secondary
Finley,0114-IGABWW,61,Unmarried,Male,African American,Bachelor
Krueger,0114-IGABWX,70,Married,Male,Caucasian,Master
Catina,0114-IGABWZ,25,Married,Female,Caucasian,Senior High School
Venita Volpe,0114-PEGZZ,55,Unmarried,Female,Caucasian,Master
Austin,0114-PEGZZA,64,Unmarried,Male,Caucasian,Elementary
Melissa Jazmine,0114-PEGZZC,72,Married,Male,Caucasian,Secondary
Larae,0114-PEGZZCH,53,Unmarried,Male,Caucasian,Elementary
Karina,0114-PEGZZH,25,Married,Male,African American,Senior High School
Gaylen,0114-PEGZZW,63,Unmarried,Female,Caucasian,Bachelor
Howlett,0114-PEGZZX,54,Unmarried,Female,Caucasian,Bachelor
Catlaina,0114-PEGZZZ,83,Married,Male,Caucasian,Master
Melba Mullenax,0114-RSRRW,44,Unmarried,Female,Caucasian,Bachelor
Colton,0114-RSRRWA,70,Married,Female,African American,Bachelor
Rosetta Jean,0114-RSRRWC,74,Married,Female,Caucasian,Master
Larayne,0114-RSRRWCH,74,Unmarried,Female,African American,Senior High School
Karine,0114-RSRRWH,58,Married,Female,Asian,Secondary
Gladys,0114-RSRRWW,84,Married,Male,Caucasian,Senior Secondary
Voisine,0114-RSRRWX,42,Married,Female,African American,Elementary
Catlee,0114-RSRRWZ,42,Married,Female,Asian,Master
Doris Diangelo,0115-TFERT,74,Married,Female,Asian,Bachelor
Jose,0115-TFERTA,80,Unmarried,Female,Caucasian,Secondary
Kina Jeanette,0115-TFERTC,63,Unmarried,Female,Caucasian,Senior High School
Laverda,0115-TFERTCH,34,Unmarried,Female,Caucasian,Bachelor
Kariotta,0115-TFERTH,60,Married,Male,Caucasian,Elementary
Griffin,0115-TFERTW,57,Unmarried,Female,Asian,Master
Delillo,0115-TFERTX,51,Unmarried,Female,Caucasian,Senior Secondary
Catlin,0115-TFERTZ,45,Married,Female,Caucasian,Master
Zelma Zamorano,0117-LFRMW,48,Married,Female,African American,High School
Dominic,0117-LFRMWA,66,Married,Female,Caucasian,Bachelor
Lang Jeanne,0117-LFRMWC,75,Unmarried,Male,Asian,Doctorate
Lisa,0117-LFRMWCH,44,Married,Male,Asian,Bachelor
Karisa,0117-LFRMWH,59,Unmarried,Female,Caucasian,Master
Gussie,0117-LFRMWW,40,Unmarried,Female,African American,Elementary
Wilczynski,0117-LFRMWX,34,Married,Female,African American,Bachelor
Catrina,0117-LFRMWZ,54,Married,Male,Asian,Elementary
Garnett Gagliano,0118-JPNOY,25,Married,Female,Asian,Bachelor
Brandon,0118-JPNOYA,47,Married,Female,Asian,Senior Secondary
Regina Jeannette,0118-JPNOYC,67,Married,Female,Caucasian,Elementary
Loa,0118-JPNOYCH,63,Married,Female,African American,Secondary
Karissa,0118-JPNOYH,50,Married,Female,African American,Doctorate
Halbert,0118-JPNOYW,70,Married,Female,Asian,Senior High School
Aponte,0118-JPNOYX,37,Unmarried,Female,Caucasian,Master
Catriona,0118-JPNOYZ,42,Married,Female,Caucasian,Doctorate
Francene Faunce,0121-SNYRK,53,Unmarried,Male,African American,Bachelor
Ian,0121-SNYRKA,33,Unmarried,Male,Asian,Elementary
Viki Jeannie,0121-SNYRKC,81,Unmarried,Male,Caucasian,Bachelor
Lockie,0121-SNYRKCH,37,Unmarried,Male,African American,Bachelor
Karita,0121-SNYRKH,57,Married,Female,Caucasian,Doctorate
Hartley,0121-SNYRKW,80,Married,Female,Asian,Senior Secondary
Ranney,0121-SNYRKX,69,Unmarried,Male,African American,Doctorate
Caty,0121-SNYRKZ,44,Unmarried,Female,Caucasian,Senior Secondary
Yael Yutzy,0122-OAHPZ,63,Unmarried,Male,Caucasian,Doctorate
Lincoln,0122-OAHPZA,65,Unmarried,Male,Caucasian,Elementary
Brett Jeff,0122-OAHPZC,74,Married,Female,Caucasian,Elementary
Lucylle,0122-OAHPZCH,27,Married,Female,Caucasian,Master
Karla,0122-OAHPZH,68,Married,Male,African American,Bachelor
Heber,0122-OAHPZW,62,Unmarried,Male,Caucasian,Bachelor
Dively,0122-OAHPZX,26,Married,Male,Caucasian,Senior Secondary
Cayla,0122-OAHPZZ,43,Married,Male,Caucasian,Elementary
Vance Vavra,0123-CRBRT,30,Unmarried,Male,Asian,Senior Secondary
Hudson,0123-CRBRTA,52,Married,Male,Caucasian,Master
Glynda Jeffery,0123-CRBRTC,63,Unmarried,Male,African American,Bachelor
Luevenia,0123-CRBRTCH,45,Married,Female,Caucasian,Master
Karlee,0123-CRBRTH,62,Unmarried,Female,Caucasian,Bachelor
Hollie,0123-CRBRTW,74,Unmarried,Male,Asian,Master
Neubauer,0123-CRBRTX,58,Married,Female,Caucasian,Master
Cecelia,0123-CRBRTZ,61,Unmarried,Male,Caucasian,Bachelor
Pilar Paramore,0125-LZQXK,52,Married,Female,Caucasian,Senior High School
Kevin,0125-LZQXKA,58,Unmarried,Female,Caucasian,Master
Joane Jeffrey,0125-LZQXKC,85,Unmarried,Male,Caucasian,Secondary
Mahalia,0125-LZQXKCH,56,Unmarried,Male,African American,Doctorate
Karleen,0125-LZQXKH,38,Married,Female,Caucasian,Elementary
Isaias,0125-LZQXKW,77,Unmarried,Female,Caucasian,High School
Foland,0125-LZQXKX,31,Married,Male,Caucasian,Doctorate
Cecil,0125-LZQXKZ,80,Married,Female,Asian,Bachelor
Hilary Honea,0128-MKWSG,79,Unmarried,Female,Asian,Bachelor
Zachary,0128-MKWSGA,53,Married,Female,African American,Senior Secondary
Sook Jenna,0128-MKWSGC,40,Married,Male,Caucasian,Senior High School
Maribel,0128-MKWSGCH,62,Unmarried,Female,Asian,Doctorate
Karlen,0128-MKWSGH,59,Married,Female,African American,Bachelor
Luigi,0128-MKWSGW,32,Married,Male,African American,Master
Baier,0128-MKWSGX,46,Married,Male,Caucasian,Master
Cecile,0128-MKWSGZ,50,Married,Male,Caucasian,Elementary
Madlyn Mcpeak,0129-KPTWJ,40,Married,Female,African American,Elementary
Adam,0129-KPTWJA,26,Unmarried,Male,Caucasian,Bachelor
Priscila Jennie,0129-KPTWJC,49,Married,Female,African American,Senior High School
Marine,0129-KPTWJCH,27,Married,Male,Asian,Senior High School
Karlene,0129-KPTWJH,67,Married,Male,Caucasian,Bachelor
Macario,0129-KPTWJW,57,Unmarried,Female,Asian,Bachelor
Renfroe,0129-KPTWJX,50,Unmarried,Female,Asian,Senior Secondary
Ceciley,0129-KPTWJZ,74,Married,Male,Caucasian,Bachelor
Walker Wykoff,0129-QMPDR,54,Unmarried,Female,Caucasian,Senior High School
Mateo,0129-QMPDRA,56,Unmarried,Male,African American,Master
Evan Jennifer,0129-QMPDRC,36,Married,Female,Asian,Master
Maryjo,0129-QMPDRCH,31,Unmarried,Male,Asian,Bachelor
Karlie,0129-QMPDRH,45,Married,Male,Caucasian,Doctorate
Mayo,0129-QMPDRW,44,Unmarried,Female,Asian,Master
Sholtis,0129-QMPDRX,63,Unmarried,Male,Asian,Senior High School
Cecilia,0129-QMPDRZ,64,Married,Female,Asian,Bachelor
Rose Reich,0130-SXOUN,66,Married,Female,African American,Master
Jason,0130-SXOUNA,86,Married,Male,Caucasian,Doctorate
Luz Jenny,0130-SXOUNC,30,Unmarried,Male,Caucasian,Senior Secondary
Matsue,0130-SXOUNCH,42,Unmarried,Male,Caucasian,Master
Karlotta,0130-SXOUNH,34,Married,Female,Caucasian,Senior Secondary
Minoru,0130-SXOUNW,64,Unmarried,Male,Caucasian,Secondary
Torgeson,0130-SXOUNX,44,Unmarried,Male,Caucasian,Bachelor
Cecilla,0130-SXOUNZ,64,Married,Male,Asian,Master
Reginald Rikard,0133-BMFZO,83,Married,Male,African American,Master
Chase,0133-BMFZOA,60,Married,Male,Caucasian,Secondary
Joann Jeremiah,0133-BMFZOC,56,Unmarried,Female,Asian,High School
Maxyne,0133-BMFZOCH,63,Married,Male,African American,Master
Karlotte,0133-BMFZOH,54,Unmarried,Male,African American,Master
Montie,0133-BMFZOW,44,Unmarried,Male,African American,Secondary
Forsman,0133-BMFZOX,77,Married,Female,African American,Master
Cecily,0133-BMFZOZ,70,Married,Female,Caucasian,Bachelor
Chantel Cao,0134-XWXCE,71,Unmarried,Male,Asian,Elementary
Nolan,0134-XWXCEA,34,Married,Male,Asian,Elementary
Jeannine Jeremy,0134-XWXCEC,57,Unmarried,Female,Caucasian,Master
Mayo,0134-XWXCECH,35,Married,Male,Caucasian,Bachelor
Karly,0134-XWXCEH,66,Married,Male,Caucasian,Elementary
Myrle,0134-XWXCEW,46,Unmarried,Male,Asian,Senior Secondary
Averitt,0134-XWXCEX,40,Married,Male,African American,Bachelor
Ceil,0134-XWXCEZ,49,Unmarried,Female,Caucasian,Secondary
Kit Keitt,0135-NMXAP,64,Married,Male,Caucasian,Elementary
Ayden,0135-NMXAPA,60,Unmarried,Male,Caucasian,Master
Raina Jermaine,0135-NMXAPC,49,Married,Male,Asian,Elementary
Maysel,0135-NMXAPCH,47,Unmarried,Female,Caucasian,Doctorate
Karlyn,0135-NMXAPH,77,Unmarried,Female,Caucasian,Elementary
Neale,0135-NMXAPW,43,Unmarried,Female,Caucasian,Doctorate
Manrique,0135-NMXAPX,51,Unmarried,Male,Caucasian,Senior Secondary
Cele,0135-NMXAPZ,35,Married,Female,African American,Master
Terina Than,0136-IFMYD,37,Unmarried,Female,Asian,Bachelor
Cooper,0136-IFMYDA,42,Unmarried,Female,African American,Senior Secondary
Madge Jerome,0136-IFMYDC,64,Unmarried,Male,Asian,Senior Secondary
Mazell,0136-IFMYDCH,55,Married,Female,Caucasian,Bachelor
Karmen,0136-IFMYDH,64,Married,Male,African American,Bachelor
Orvis,0136-IFMYDW,44,Married,Male,Caucasian,Elementary
Calender,0136-IFMYDX,44,Married,Female,African American,Secondary
Celene,0136-IFMYDZ,64,Divorced,Female,Caucasian,Senior High School
Clelia Cimino,0137-OCGAB,41,Married,Male,African American,Elementary
Parker,0137-OCGABA,40,Unmarried,Female,Caucasian,Bachelor
Vannessa Jerry,0137-OCGABC,31,Married,Male,Caucasian,Master
Minnette,0137-OCGABCH,77,Married,Female,Caucasian,Master
Karna,0137-OCGABH,30,Married,Female,Asian,Master
Randle,0137-OCGABW,37,Unmarried,Female,Caucasian,Secondary
Shoultz,0137-OCGABX,59,Married,Female,Asian,Senior Secondary
Celesta,0137-OCGABZ,40,Unmarried,Female,African American,Doctorate
Jeanmarie Jeffords,0137-UDEUO,69,Married,Female,Caucasian,Bachelor
Xavier,0137-UDEUOA,34,Married,Female,Asian,Senior Secondary
Irvin Jesse,0137-UDEUOC,45,Unmarried,Female,Caucasian,Elementary
Monta,0137-UDEUOCH,76,Unmarried,Female,Caucasian,Senior Secondary
Karol,0137-UDEUOH,77,Unmarried,Female,Caucasian,Elementary
Stanly,0137-UDEUOW,51,Married,Male,Asian,Master
Streicher,0137-UDEUOX,60,Unmarried,Female,Asian,Secondary
Celeste,0137-UDEUOZ,35,Married,Female,African American,Senior Secondary
Sharron Stutes,0139-IVFJG,86,Married,Female,Caucasian,Master
Asher,0139-IVFJGA,77,Unmarried,Female,African American,Master
Candida Jessica,0139-IVFJGC,47,Married,Male,African American,Senior Secondary
Murel,0139-IVFJGCH,59,Married,Female,Asian,Secondary
Karola,0139-IVFJGH,72,Unmarried,Male,Asian,Master
Takashi,0139-IVFJGW,47,Unmarried,Male,Caucasian,Bachelor
Constance,0139-IVFJGX,30,Married,Female,African American,Doctorate
Celestia,0139-IVFJGZ,40,Unmarried,Female,Caucasian,Bachelor
Alycia Afanador,0141-YEAYS,34,Married,Male,Caucasian,Senior High School
Carson,0141-YEAYSA,40,Married,Male,African American,Elementary
Natalya Jessie,0141-YEAYSC,70,Married,Female,Caucasian,Senior Secondary
Nadia,0141-YEAYSCH,67,Married,Male,Caucasian,Bachelor
Karole,0141-YEAYSH,47,Married,Female,Caucasian,Bachelor
Theodis,0141-YEAYSW,48,Unmarried,Male,African American,Senior Secondary
Mesta,0141-YEAYSX,30,Unmarried,Female,Caucasian,Senior Secondary
Celestina,0141-YEAYSZ,41,Married,Female,Caucasian,Senior High School
Debora Dorner,0142-GVYSN,58,Married,Male,Asian,Elementary
Jace,0142-GVYSNA,66,Unmarried,Female,Caucasian,Senior Secondary
Shalon Jessie,0142-GVYSNC,34,Unmarried,Male,Caucasian,Master
Naomie,0142-GVYSNCH,51,Unmarried,Male,Caucasian,Elementary
Karolina,0142-GVYSNH,61,Married,Female,Asian,Doctorate
Wanda,0142-GVYSNW,70,Unmarried,Female,Caucasian,Master
Wynter,0142-GVYSNX,57,Unmarried,Female,Asian,Master
Celestine,0142-GVYSNZ,86,Unmarried,Male,Caucasian,Master
Octavia Olszewski,0147-ESWWR,41,Unmarried,Female,African American,Bachelor
Easton,0147-ESWWRA,57,Married,Female,Asian,Senior High School
Kathaleen Jesus,0147-ESWWRC,49,Married,Male,Asian,Master
Orla,0147-ESWWRCH,33,Married,Female,African American,Master
